PeriodoLetivo;Login_Quantidade;Numero_Dias_Acessados_Modulo_Somado;Turno_TempoUsoTotal_Somado;Evadido;Forum_Quantidade_Post_Somado;Forum_Quantidade_Visualizacoes_Somado;Forum_TempoUso_Somado;Chat_Quantidade_Mensagens_Somado;Chat_TempoUso_Somado;Turno_PercentualUsoMadrugada_Somado;Turno_PercentualUsoManha_Somado;Turno_PercentualUsoTarde_Somado;Turno_PercentualUsoNoite_Somado;Turno_TempoUsoMadrugada_Somado;Turno_TempoUsoManha_Somado;Turno_TempoUsoTarde_Somado;Turno_TempoUsoNoite_Somado;Assignment_Post_Quantidade_Somado;Assignment_View_Quantidade_Somado;Assignment_View_TempoUso_Somado;Resource_View_Quantidade_Somado;Resource_View_Tempo_Somado;Questionario_Quantidade_Somado;Questionario_TempoUso_Somado;Log_Post_Quantidade_Somado;Log_View_Quantidade_Somado
20120102;1;19;13555;ReprEvadiu;1;5;0;0;747;0.072445592;0.101586131;0.104020657;0.721947621;982;1377;1410;9786;0;19;0;6;1888;1;1061;29;94
20120102;4;17;30351;Sucesso;2;18;30;21;2202;0;0.035682515;0.400019769;0.564297717;0;1083;12141;17127;0;38;0;21;4763;2;10942;224;151
20120102;0;3;8065;ReprEvadiu;1;6;0;0;48;0;0;0.537011779;0.462988221;0;0;4331;3734;0;0;0;5;1515;0;0;1;41
20120102;0;2;4507;ReprEvadiu;0;3;0;18;3109;0;0;0.122254271;0.877745729;0;0;551;3956;0;0;0;2;600;0;0;18;18
20120102;13;19;26463;ReprEvadiu;1;24;474;0;52;0.586139138;0.044174886;0.127801081;0.241884896;15511;1169;3382;6401;0;40;0;82;7705;2;6619;101;282
20120102;13;35;44631;Sucesso;3;46;611;0;23;0.049517152;0.084448029;0.261835944;0.604198875;2210;3769;11686;26966;0;36;0;54;13696;1;2848;27;310
20120102;6;5;4600;ReprEvadiu;0;5;354;0;26;0;0.30173913;0.69826087;0;0;1388;3212;0;0;10;0;7;750;0;940;9;47
20120102;7;20;31925;ReprEvadiu;3;25;0;12;1545;0.196930305;0.051527016;0.21274863;0.538794049;6287;1645;6792;17201;0;28;0;23;4080;1;4512;42;213
20120102;5;23;28181;ReprEvadiu;3;33;0;0;14;0;0.124906852;0.507327632;0.367765516;0;3520;14297;10364;0;18;0;48;9940;0;1286;13;264
20120102;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20120102;0;7;22285;Sucesso;2;9;0;0;1096;0.02692394;0;0.1580884;0.81498766;600;0;3523;18162;0;20;0;23;7447;1;3276;68;128
20120102;6;17;27919;Sucesso;3;20;0;14;5062;0.010745371;0.022457824;0.097173968;0.869622837;300;627;2713;24279;0;16;0;33;6787;1;645;31;201
20120102;7;19;25728;Sucesso;3;19;491;0;1633;0.023787313;0.021649565;0.173390858;0.781172264;612;557;4461;20098;0;35;0;46;8147;1;2088;31;231
20120102;10;30;37758;Sucesso;3;46;395;0;2174;0;0.215371577;0.347740876;0.436887547;0;8132;13130;16496;0;29;0;42;6495;1;1314;15;306
20120102;1;8;16856;Sucesso;3;9;0;1;1208;0;0;0.579971523;0.420028477;0;0;9776;7080;0;8;0;8;1941;1;3008;21;82
20120102;6;20;53090;Sucesso;5;45;600;93;8774;0;0.275814654;0.183198342;0.540987003;0;14643;9726;28721;0;18;0;48;10313;1;4395;128;334
20120102;0;5;3551;ReprEvadiu;0;1;0;0;27;0;0.323852436;0.094902844;0.58124472;0;1150;337;2064;0;3;0;7;606;1;1390;7;24
20120102;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20120102;21;34;62356;ReprEvadiu;3;33;59;2;3615;0.055439733;0.117647059;0.108730515;0.718182693;3457;7336;6780;44783;0;43;0;96;23635;1;14659;61;362
20120102;7;13;21235;Sucesso;3;19;196;0;1010;0;0;0;1;0;0;0;21235;0;17;0;18;5212;1;2301;27;164
20120102;28;29;79212;Sucesso;8;51;630;108;11859;0.003787305;0.064977529;0.223551987;0.707683179;300;5147;17708;56057;0;37;0;116;20145;2;4758;193;496
20120102;10;15;27954;Sucesso;4;29;87;9;1369;0.084388638;0.021213422;0.165486156;0.728911784;2359;593;4626;20376;0;30;0;75;9657;1;2567;36;270
20120102;6;29;31985;Sucesso;4;49;612;1;1823;0;0.464280131;0.417883383;0.117836486;0;14850;13366;3769;0;28;0;88;12707;1;2286;90;397
20120102;11;36;57489;ReprEvadiu;6;59;515;6;4919;0.008105899;0.043156082;0.125136983;0.823601037;466;2481;7194;47348;0;44;0;91;16232;1;5382;45;436
20120102;9;24;45808;Sucesso;2;21;0;11;3010;0;0.052239783;0.267551519;0.680208697;0;2393;12256;31159;0;20;0;52;14078;1;9168;71;234
20120102;5;20;35284;Sucesso;6;36;437;0;372;0.299880966;0;0.099818615;0.600300419;10581;0;3522;21181;0;27;0;38;8734;1;3391;17;260
20120102;19;28;59915;Sucesso;3;60;572;5;2476;0.009463406;0.081598932;0.099958274;0.808979387;567;4889;5989;48470;0;56;0;82;20203;1;8140;56;383
20120102;6;17;32325;ReprEvadiu;1;13;0;6;1263;0;0;0.374570766;0.625429234;0;0;12108;20217;0;20;0;29;9567;1;6055;39;145
20120102;5;15;12438;ReprEvadiu;1;20;475;0;13;0;0;0.05788712;0.94211288;0;0;720;11718;0;12;0;12;1087;0;1453;2;107
20120102;4;11;11145;Sucesso;1;13;300;1;51;0;0.088829071;0.206101391;0.705069538;0;990;2297;7858;0;26;0;17;2707;1;617;12;135
20120102;14;20;26502;Sucesso;3;19;631;1;563;0.222549242;0.143913667;0.260885971;0.372651121;5898;3814;6914;9876;0;29;0;54;10595;1;2102;15;212
20120102;18;32;60843;Sucesso;1;63;1603;2;2904;0.028022944;0.124435021;0.235524218;0.612017816;1705;7571;14330;37237;0;29;0;118;19277;1;6442;34;575
20120102;8;10;17273;ReprEvadiu;0;16;71;0;334;0.040409888;0;0.113877149;0.845712962;698;0;1967;14608;0;22;0;43;7306;1;1528;29;184
20120102;0;6;3959;ReprEvadiu;0;1;0;0;0;0;0.152816368;0.708007072;0.13917656;0;605;2803;551;0;8;0;3;514;0;0;2;32
20120102;1;9;14865;ReprEvadiu;1;10;17;9;3613;0;0.135082408;0.121695257;0.743222334;0;2008;1809;11048;0;6;0;94;6168;0;428;10;142
20120102;6;19;41446;Sucesso;3;17;0;5;949;0;0.445929643;0.406022294;0.148048063;0;18482;16828;6136;0;16;0;41;13590;1;10772;94;187
20120102;20;30;64859;Sucesso;3;53;1165;51;8509;0.029386824;0.07664318;0.133936693;0.760033303;1906;4971;8687;49295;0;36;0;60;14011;1;4790;106;445
20120102;20;38;72796;Sucesso;10;122;136;77;8831;0;0.117602616;0.280990714;0.601406671;0;8561;20455;43780;0;73;0;110;15560;1;10941;151;751
20120102;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20120102;8;11;14482;Sucesso;0;16;196;3;2221;0;0;0.046126226;0.953873774;0;0;668;13814;0;16;0;22;4578;1;895;16;157
20120102;2;12;9089;ReprEvadiu;1;6;0;0;15;0.916602487;0;0;0.083397513;8331;0;0;758;0;20;0;13;3834;0;213;10;83
20120102;4;18;20308;ReprEvadiu;1;16;0;0;606;0.015067954;0.023045105;0.094937955;0.866948986;306;468;1928;17606;0;25;0;29;3600;1;1748;17;139
20120102;10;24;44662;Sucesso;5;41;991;40;7991;0;0.085217859;0.188168913;0.726613228;0;3806;8404;32452;0;26;0;66;12698;1;1614;65;302
20120102;5;16;14359;ReprEvadiu;1;10;0;18;2565;0;0.392297514;0.221672818;0.386029668;0;5633;3183;5543;0;16;0;11;1993;1;400;24;141
20120102;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20120102;0;9;11384;Sucesso;2;14;0;4;542;0;0;0.113404779;0.886595221;0;0;1291;10093;0;9;0;9;1282;1;416;12;145
20120102;3;21;38738;Sucesso;4;18;0;13;3967;0.021322732;0.063710052;0.174763798;0.740203418;826;2468;6770;28674;0;21;0;54;11724;1;5720;63;201
20120102;0;1;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
20120102;11;33;77944;ReprEvadiu;15;66;1799;40;7262;0.040067228;0.111644257;0.496061275;0.35222724;3123;8702;38665;27454;0;59;0;35;5141;1;10410;109;555
20120102;0;2;453;ReprEvadiu;0;0;0;0;0;0;0;1;0;0;0;453;0;0;0;0;10;439;0;0;0;12
20120102;10;30;48491;ReprEvadiu;12;51;1576;24;6078;0;0.014085088;0.396011631;0.589903281;0;683;19203;28605;0;29;0;70;9321;1;2283;72;423
20120102;0;4;5067;ReprEvadiu;0;10;0;0;0;0;0;0.293862246;0.706137754;0;0;1489;3578;0;0;0;25;2861;0;0;0;67
20120102;3;12;15670;Sucesso;1;8;300;3;571;0;0.245245692;0.268091895;0.486662412;0;3843;4201;7626;0;19;0;22;2725;2;6995;103;93
20120102;15;30;35188;Sucesso;4;24;300;41;6297;0.011253837;0.009690804;0.031345913;0.947709446;396;341;1103;33348;0;28;0;18;1991;1;1043;61;254
20120102;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20120102;3;16;24595;Sucesso;5;19;6;0;2564;0.036592803;0.231388494;0.20918886;0.522829843;900;5691;5145;12859;0;26;0;49;8465;1;1956;65;261
20120102;3;7;6081;ReprEvadiu;0;1;0;3;1058;0;0;0.099654662;0.900345338;0;0;606;5475;0;3;0;8;1164;1;635;25;30
20120102;11;27;31493;Sucesso;6;24;918;1;1315;0.022449433;0;0.246245197;0.731305369;707;0;7755;23031;0;20;0;32;7103;1;3863;62;198
20120102;0;1;359;ReprEvadiu;0;1;0;0;313;1;0;0;0;359;0;0;0;0;0;0;0;0;0;0;0;5
20120102;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20120102;4;14;13700;ReprEvadiu;0;2;0;7;2784;0;0.108394161;0.417372263;0.474233577;0;1485;5718;6497;0;10;0;61;7131;1;1863;20;116
20120102;13;31;45444;Sucesso;9;57;1756;0;1826;0;0.067819734;0.595612182;0.336568084;0;3082;27067;15295;0;26;0;90;19724;1;2776;23;336
20120102;11;25;28627;ReprEvadiu;2;21;361;2;1573;0;0;0.403849513;0.596150487;0;0;11561;17066;0;20;0;62;7587;1;5214;35;251
20120102;31;39;112192;Sucesso;13;116;497;118;13473;0.01630241;0.094926554;0.14850435;0.740266686;1829;10650;16661;83052;0;35;0;96;19328;1;8123;215;793
20120102;5;14;19550;Sucesso;1;16;55;0;138;0.149565217;0.065626598;0.456521739;0.328286445;2924;1283;8925;6418;0;14;0;54;8691;1;2826;27;150
20120102;4;28;53457;Sucesso;6;59;300;30;3612;0;0.086592963;0.069326749;0.844080289;0;4629;3706;45122;0;31;0;53;8040;1;3878;62;450
20120102;13;26;28385;ReprEvadiu;2;20;210;0;3235;0;0;0.111995772;0.888004228;0;0;3179;25206;0;25;0;45;7308;0;400;4;205
20120102;4;15;24429;ReprEvadiu;3;30;317;45;5917;0.045847149;0;0;0.954152851;1120;0;0;23309;0;21;0;24;5342;1;1406;62;132
20120102;0;10;15648;ReprEvadiu;1;18;0;2;2480;0.026393149;0;0.086912065;0.886694785;413;0;1360;13875;0;13;0;1;666;0;44;6;192
20120102;6;22;40495;Sucesso;6;13;23;12;4581;0.067835535;0.118384986;0.185701939;0.62807754;2747;4794;7520;25434;0;21;0;32;6128;2;10210;57;212
20120102;2;9;15933;ReprEvadiu;1;4;0;0;0;0.054227076;0;0.028745371;0.917027553;864;0;458;14611;0;23;0;25;3840;1;2735;46;84
20120102;0;8;6481;Sucesso;1;7;0;0;0;0;0;0.727511187;0.272488813;0;0;4715;1766;0;7;0;10;2465;1;863;17;40
20120102;4;20;20529;Sucesso;3;28;309;0;300;0;0.183934921;0.434361148;0.381703931;0;3776;8917;7836;0;19;0;52;6516;1;2592;67;207
20120102;4;8;5535;Sucesso;1;4;0;0;56;0;0.263053297;0.186449864;0.550496838;0;1456;1032;3047;0;10;0;1;10;1;1697;9;59
20120102;25;38;68651;Sucesso;1;79;702;11;5637;0.067952397;0.06080028;0.192422543;0.67882478;4665;4174;13210;46602;0;39;0;53;10550;1;5505;39;621
20120102;10;20;24185;ReprEvadiu;1;10;335;0;912;0;0.161174282;0.343063883;0.495761836;0;3898;8297;11990;0;21;0;54;10747;1;4258;16;158
20120102;5;31;90059;Sucesso;2;26;33;67;9010;0.008216836;0.193284402;0.210972807;0.587525955;740;17407;19000;52912;0;49;0;63;17099;2;21028;252;466
20120102;0;3;4853;ReprEvadiu;0;6;0;0;1189;0;0;0.428394807;0.571605193;0;0;2079;2774;0;5;0;3;515;0;0;2;36
20120102;4;17;26761;Sucesso;1;21;252;14;1329;0.044318224;0.011210343;0.215761743;0.728709689;1186;300;5774;19501;0;34;0;45;6523;1;1908;31;207
20120102;16;25;25705;Sucesso;1;26;0;0;144;0.054425209;0.481773974;0.314024509;0.149776308;1399;12384;8072;3850;0;27;0;40;8014;2;2560;34;229
20120102;0;2;1420;ReprEvadiu;0;8;0;0;0;0;0;0;1;0;0;0;1420;0;7;0;2;663;0;3;0;36
20120102;4;18;27786;Sucesso;4;19;0;14;2990;0.018678471;0.077808969;0.245051465;0.658461096;519;2162;6809;18296;0;20;0;16;4333;1;5755;63;154
20120102;0;5;1531;ReprEvadiu;0;0;0;0;312;0;0.444154148;0.555845852;0;0;680;851;0;0;3;0;4;391;0;0;0;18
20120102;5;18;18664;Sucesso;2;11;0;0;1538;0;0;0.16882769;0.83117231;0;0;3151;15513;0;20;0;29;5435;1;3388;31;142
20120102;7;17;16179;Sucesso;4;13;0;0;6;0.018542555;0.064528092;0.100809692;0.816119661;300;1044;1631;13204;0;24;0;6;365;1;1179;31;142
20120102;0;2;2925;ReprEvadiu;1;3;0;0;465;0;0;0;1;0;0;0;2925;0;0;0;6;1033;0;0;2;25
20120102;5;20;23968;Sucesso;0;6;16;1;49;0.054739653;0.120577437;0.409796395;0.414886515;1312;2890;9822;9944;0;31;0;55;10387;1;2283;24;184
20120102;3;4;1325;Sucesso;0;1;0;0;0;0.254339623;0;0.478490566;0.267169811;337;0;634;354;0;1;0;1;300;0;0;0;9
20120102;11;20;29290;Sucesso;3;11;568;10;2889;0;0.184738819;0.363024923;0.452236258;0;5411;10633;13246;0;13;0;64;11537;1;3498;56;180
20120102;1;15;17672;Sucesso;1;17;0;0;156;0;0.170212766;0.670099593;0.159687641;0;3008;11842;2822;0;16;0;48;7328;1;1522;20;158
20120102;19;23;51319;Sucesso;9;43;316;46;6828;0;0.100099378;0.204154407;0.695746215;0;5137;10477;35705;0;34;0;77;12505;1;4121;77;387
20120102;9;19;33219;ReprEvadiu;5;38;872;59;9077;0;0;0.270236913;0.729763087;0;0;8977;24242;0;23;0;78;7682;1;2314;99;316
20120102;3;19;21727;Sucesso;3;20;43;0;54;0;0.020665531;0.191742993;0.787591476;0;449;4166;17112;0;23;0;22;4253;1;3106;20;206
20120102;16;29;53644;Sucesso;4;24;503;19;3855;0;0.046118858;0.376705689;0.577175453;0;2474;20208;30962;0;45;0;78;15889;2;10925;85;304
20120102;27;36;97351;Sucesso;49;153;9896;20;7019;0.003081632;0.024735236;0.098283531;0.8738996;300;2408;9568;85075;0;33;0;107;19190;0;2337;87;793
20120102;3;7;6377;Sucesso;0;1;0;0;0;0;0.905911871;0.047044065;0.047044065;0;5777;300;300;0;2;0;8;1808;0;932;0;30
20120102;1;15;13671;Sucesso;6;36;0;2;648;0;0.434350084;0.319801039;0.245848877;0;5938;4372;3361;0;15;0;2;347;0;19;10;142
20120102;7;8;9340;ReprEvadiu;1;6;80;1;463;0;0.137152034;0.119271949;0.743576017;0;1281;1114;6945;0;13;0;11;1767;1;1461;11;77
20120102;26;35;93410;Sucesso;16;103;5436;65;11519;0;0.172658174;0.245969382;0.581372444;0;16128;22976;54306;0;38;0;128;24350;1;8619;114;889
20120102;2;18;21141;ReprEvadiu;1;16;30;3;1492;0;0.014190436;0.416158176;0.569651388;0;300;8798;12043;0;20;0;50;4349;1;2098;29;151
20120102;8;12;38161;Sucesso;1;29;0;24;5160;0;0.20654595;0.369932654;0.423521396;0;7882;14117;16162;0;22;0;48;9320;0;56;31;233
20120102;0;19;20040;ReprEvadiu;1;12;0;1;413;0;0.269411178;0.01497006;0.715618762;0;5399;300;14341;0;12;0;26;5739;0;0;2;121
20120102;14;25;31237;Sucesso;4;31;1528;0;1663;0.071613791;0.080321414;0.235425937;0.612638858;2237;2509;7354;19137;0;24;0;36;6442;1;2060;15;234
20120102;1;5;3725;Sucesso;3;5;0;0;0;0.090738255;0;0.179597315;0.72966443;338;0;669;2718;0;6;0;6;1147;0;0;3;34
20120102;0;1;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20120102;6;27;25197;Sucesso;1;34;19;0;0;0;0.281462079;0.251617256;0.466920665;0;7092;6340;11765;0;38;0;84;5925;1;8610;68;292
20120102;3;11;14662;Sucesso;1;9;0;5;613;0.079729914;0.122561724;0.196562543;0.601145819;1169;1797;2882;8814;0;19;0;28;3305;1;3828;38;130
20120102;1;8;11552;ReprEvadiu;6;34;0;0;47;0;0.051765928;0.186374654;0.761859418;0;598;2153;8801;0;15;0;20;3386;0;43;9;171
20120102;0;4;2953;ReprEvadiu;1;4;0;0;0;0;0;0.493396546;0.506603454;0;0;1457;1496;0;11;0;6;513;0;0;6;30
20120102;0;2;2369;ReprEvadiu;1;9;0;0;19;0;0.126635711;0.391304348;0.482059941;0;300;927;1142;0;1;0;2;435;0;0;1;28
20120102;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20120102;7;28;45409;Sucesso;2;15;0;13;3906;0.007047061;0.0345306;0.477438393;0.480983946;320;1568;21680;21841;0;22;0;94;19231;1;2950;44;250
20120102;15;33;47248;Sucesso;5;20;0;5;3105;0.129105994;0;0.017334067;0.853559939;6100;0;819;40329;0;59;0;27;6668;1;5977;75;336
20120102;3;9;14588;Sucesso;8;15;1358;0;14;0;0.164244585;0.426446394;0.409309021;0;2396;6221;5971;0;5;0;18;3541;1;2092;60;83
20120102;17;38;60980;Sucesso;14;79;635;0;307;0.004919646;0.284699902;0.313824205;0.396556248;300;17361;19137;24182;0;40;0;66;13119;1;5136;50;437
20120102;14;28;51865;Sucesso;1;20;181;7;2982;0.13178444;0;0.156174684;0.712040875;6835;0;8100;36930;0;21;0;125;25897;1;3419;58;308
20120102;7;17;19550;Sucesso;0;18;18;1;455;0;0.032225064;0.097084399;0.870690537;0;630;1898;17022;0;17;0;28;6087;1;1867;16;210
20120102;3;19;44969;ReprEvadiu;2;15;0;14;5043;0;0.150281305;0.332340056;0.517378639;0;6758;14945;23266;0;24;0;56;19847;1;1221;28;252
20120102;16;22;29700;Sucesso;1;28;347;2;2781;0.209124579;0.042053872;0.20969697;0.539124579;6211;1249;6228;16012;0;22;0;50;9056;1;3568;28;247
