CodigoDisciplina;PeriodoLetivo;CodigoTurma;Login_Quantidade;Numero_Dias_Acessados_Modulo_Somado;Turno_TempoUsoTotal_Somado;Evadido;Forum_Quantidade_Post_Somado;Forum_Quantidade_Visualizacoes_Somado;Forum_TempoUso_Somado;Chat_Quantidade_Mensagens_Somado;Chat_TempoUso_Somado;Turno_PercentualUsoMadrugada_Somado;Turno_PercentualUsoManha_Somado;Turno_PercentualUsoTarde_Somado;Turno_PercentualUsoNoite_Somado;Turno_TempoUsoMadrugada_Somado;Turno_TempoUsoManha_Somado;Turno_TempoUsoTarde_Somado;Turno_TempoUsoNoite_Somado;Assignment_Post_Quantidade_Somado;Assignment_View_Quantidade_Somado;Assignment_View_TempoUso_Somado;Resource_View_Quantidade_Somado;Resource_View_Tempo_Somado;Questionario_Quantidade_Somado;Questionario_TempoUso_Somado;Log_Post_Quantidade_Somado;Log_View_Quantidade_Somado
60465;20120101;4114;9;5;11278;ReprEvadiu;0;9;8;22;3360;0;0.073594609;0.357244192;0.569161199;0;830;4029;6419;0;4;0;17;4139;0;0;24;77
60465;20120101;4114;3;13;23605;Sucesso;1;12;0;0;313;0;0;0.221944503;0.778055497;0;0;5239;18366;0;6;0;83;10088;0;0;3;211
60465;20120102;4435;0;1;672;ReprEvadiu;0;0;0;0;0;0;0;0;1;0;0;0;672;0;0;0;8;164;0;0;0;16
60465;20120101;4448;6;8;18137;Sucesso;0;8;0;1;432;0;0.049732591;0.018966753;0.931300656;0;902;344;16891;0;9;0;29;9077;0;0;3;112
60465;20120102;4603;16;10;12750;Sucesso;0;3;727;12;1015;0;0.118823529;0.167843137;0.713333333;0;1515;2140;9095;0;3;0;39;6690;0;0;14;100
60465;20120102;4603;6;15;26958;Sucesso;7;37;310;7;331;0.067734995;0.071481564;0.060167668;0.800615773;1826;1927;1622;21583;0;4;0;27;5689;0;0;16;178
60465;20120102;4603;11;10;13063;Sucesso;1;7;806;8;1111;0.207992039;0.022965628;0.151573146;0.617469188;2717;300;1980;8066;0;15;0;24;5480;0;0;23;123
60465;20120102;4603;4;7;14669;Sucesso;0;0;0;0;15;0.043629423;0;0.032858409;0.923512169;640;0;482;13547;0;3;0;30;6551;0;0;2;74
60465;20120102;4603;5;7;17549;ReprEvadiu;1;8;508;25;1939;0;0;0.806028834;0.193971166;0;0;14145;3404;0;1;0;28;5258;0;0;26;85
60465;20120102;4603;8;10;6706;Sucesso;0;0;0;0;486;0;0.397256188;0.050104384;0.552639427;0;2664;336;3706;0;1;0;23;4593;0;0;2;46
60465;20120102;4603;8;10;10437;Sucesso;2;11;0;0;300;0.03899588;0;0;0.96100412;407;0;0;10030;0;3;0;38;4981;0;0;4;89
60465;20120102;4603;8;8;20611;ReprEvadiu;1;23;1814;8;1903;0;0.018388239;0;0.981611761;0;379;0;20232;0;3;0;28;6415;0;0;11;152
60465;20120102;4603;8;8;4796;ReprEvadiu;0;2;76;0;0;0;0;0.076939116;0.923060884;0;0;369;4427;0;8;0;12;2162;0;0;2;41
60465;20120102;4603;8;13;25162;ReprEvadiu;0;5;0;7;2729;0;0.052897226;0.518043081;0.429059693;0;1331;13035;10796;0;5;0;54;10314;0;0;9;188
60465;20120102;4603;17;12;13498;ReprEvadiu;4;35;2793;0;0;0;0.14231738;0.810934953;0.046747666;0;1921;10946;631;0;2;0;42;4505;0;0;6;145
60465;20120102;4603;6;4;3992;Sucesso;0;0;27;0;718;0.083667335;0;0.083416834;0.832915832;334;0;333;3325;0;2;0;2;600;0;0;2;33
60465;20120101;4448;7;15;20273;Sucesso;2;20;0;3;1055;0;0.031519755;0.145119124;0.823361121;0;639;2942;16692;0;15;0;45;5455;0;0;17;176
60465;20120101;4448;0;3;1933;ReprEvadiu;0;0;0;0;0;0;0.155199172;0.392136575;0.452664252;0;300;758;875;0;2;0;0;0;0;0;0;10
60465;20120101;4448;6;10;24877;Sucesso;1;7;952;12;2167;0;0.081722073;0.446074687;0.47220324;0;2033;11097;11747;0;8;0;34;6486;0;0;15;149
60465;20120101;4448;16;9;16060;ReprEvadiu;0;8;393;16;1593;0;0.079389788;0.159402242;0.76120797;0;1275;2560;12225;0;12;0;29;4114;0;0;18;125
60465;20120102;4435;1;10;13376;ReprEvadiu;1;29;312;2;1173;0;0.461124402;0.048071172;0.490804426;0;6168;643;6565;0;6;0;25;1941;0;0;3;167
60465;20120102;4435;5;7;7417;ReprEvadiu;0;1;15;0;0;0;0;0;1;0;0;0;7417;0;4;0;18;2990;0;0;0;38
60465;20120102;4435;1;2;1982;ReprEvadiu;0;0;0;0;0;0;0.421291625;0.578708375;0;0;835;1147;0;0;0;0;8;1536;0;0;0;12
60465;20120102;4434;7;12;14687;Sucesso;1;4;0;0;0;0.023013549;0.026349833;0.376795806;0.573840812;338;387;5534;8428;0;13;0;23;2827;0;0;9;156
60465;20120102;4434;19;12;27346;Sucesso;1;7;1325;0;0;0.011226505;0.022708989;0.334418196;0.63164631;307;621;9145;17273;0;9;0;57;16542;0;0;3;133
60465;20120102;4434;9;9;9958;ReprEvadiu;0;7;83;6;508;0;0.185679855;0.268025708;0.546294437;0;1849;2669;5440;0;3;0;17;2189;0;0;6;90
60465;20120102;4434;13;10;13641;Sucesso;0;0;0;10;3173;0;0.070522689;0.1054908;0.823986511;0;962;1439;11240;0;7;0;5;1688;0;0;14;60
60465;20120102;4435;6;12;16748;Sucesso;2;22;763;0;300;0;0.180320038;0.127597325;0.692082637;0;3020;2137;11591;0;11;0;25;3089;0;0;4;239
60465;20120102;4435;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4435;4;13;19336;Sucesso;4;18;303;0;0;0;0.091745966;0.326592884;0.58166115;0;1774;6315;11247;0;15;0;43;9149;0;0;6;124
60465;20120102;4434;5;6;9128;Sucesso;0;2;0;0;0;0;0.068580193;0.931419807;0;0;626;8502;0;0;5;0;22;5468;0;0;2;60
60465;20120102;4434;11;11;19666;Sucesso;3;19;1204;0;173;0;0;0.096155802;0.903844198;0;0;1891;17775;0;9;0;44;10692;0;0;5;154
60465;20120102;4434;7;8;7750;ReprEvadiu;1;5;0;0;0;0.059870968;0;0.299225806;0.640903226;464;0;2319;4967;0;9;0;22;3002;0;0;3;71
60465;20120102;4434;10;12;20233;ReprEvadiu;1;5;47;0;344;0.204912766;0.066179014;0.196115257;0.532792962;4146;1339;3968;10780;0;8;0;56;10335;0;0;3;153
60465;20120102;4435;14;11;35334;Sucesso;3;25;4503;22;3958;0.008490406;0;0.047348163;0.944161431;300;0;1673;33361;0;13;0;61;10250;0;0;27;266
60465;20120102;4435;8;6;4831;Sucesso;0;0;0;0;0;0;0.245911819;0.166218174;0.587870006;0;1188;803;2840;0;12;0;3;345;0;0;2;48
60465;20120102;4435;2;4;3472;ReprEvadiu;0;0;0;0;0;0;0;0.331221198;0.668778802;0;0;1150;2322;0;3;0;1;42;0;0;2;12
60465;20120102;4435;10;12;17555;Sucesso;0;15;672;0;2220;0;0.689888921;0.127428083;0.182682996;0;12111;2237;3207;0;7;0;53;5297;0;0;2;185
60465;20120102;4435;5;7;4926;Sucesso;0;1;0;0;0;0;0.188591149;0.715387739;0.096021112;0;929;3524;473;0;13;0;1;23;0;0;4;40
60465;20120102;4435;8;6;3812;Sucesso;0;5;758;0;0;0;0;0.16343127;0.83656873;0;0;623;3189;0;6;0;2;130;0;0;2;33
60465;20120102;4435;8;3;7275;ReprEvadiu;0;3;485;0;0;0;0;0.309140893;0.690859107;0;0;2249;5026;0;3;0;11;1300;0;0;2;43
60465;20120102;4435;5;9;10219;Sucesso;0;1;0;0;0;0;0;0.520011743;0.479988257;0;0;5314;4905;0;3;0;11;3287;0;0;2;45
60465;20120102;4435;10;8;20095;Sucesso;3;25;2334;1;2005;0;0;0.102413536;0.897586464;0;0;2058;18037;0;8;0;48;5225;0;0;10;283
60465;20120102;4433;8;11;11611;Sucesso;1;3;300;0;0;0;0.29515115;0.191628628;0.513220222;0;3427;2225;5959;0;8;0;20;2370;0;0;3;74
60465;20120102;4433;9;10;13727;Sucesso;1;12;626;0;344;0;0.403875574;0.388795804;0.207328622;0;5544;5337;2846;0;7;0;40;5484;0;0;3;145
60465;20120102;4433;15;12;11532;Sucesso;0;7;138;0;34;0;0.137270205;0.261706556;0.60102324;0;1583;3018;6931;0;18;0;41;4129;0;0;2;161
60465;20120102;4434;7;6;8307;ReprEvadiu;0;3;0;0;0;0;0.082701336;0.294089322;0.623209342;0;687;2443;5177;0;6;0;18;3228;0;0;2;53
60465;20120102;4434;1;5;1932;ReprEvadiu;0;2;0;0;0;0;0;0.391821946;0.608178054;0;0;757;1175;0;3;0;0;0;0;0;0;16
60465;20120102;4434;0;2;300;ReprEvadiu;0;0;0;0;0;0;0;0;1;0;0;0;300;0;0;0;0;0;0;0;0;2
60465;20120102;4433;20;12;27384;ReprEvadiu;3;29;3580;86;6142;0;0.27607362;0.194821794;0.529104587;0;7560;5335;14489;0;9;0;53;4112;0;0;90;224
60465;20120102;4433;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4433;0;1;47;ReprEvadiu;0;0;0;0;0;0;0;0;1;0;0;0;47;0;0;0;1;0;0;0;0;2
60465;20120102;4433;6;8;18903;ReprEvadiu;1;13;662;0;893;0.447759615;0.070517907;0;0.481722478;8464;1333;0;9106;0;4;0;30;9293;0;0;1;112
60465;20120102;4433;4;10;11150;Sucesso;0;5;2;0;78;0.064035874;0;0.233004484;0.702959641;714;0;2598;7838;0;11;0;34;4846;0;0;2;84
60465;20120102;4434;17;14;21306;ReprEvadiu;2;34;977;11;2186;0;0.36665728;0.393269502;0.240073219;0;7812;8379;5115;0;12;0;112;6114;0;0;15;306
60465;20120102;4434;13;11;10592;ReprEvadiu;0;2;0;0;374;0.341200906;0;0;0.658799094;3614;0;0;6978;0;8;0;19;3111;0;0;2;76
60465;20120102;4434;0;3;948;ReprEvadiu;0;1;0;0;0;0;0.367088608;0.316455696;0.316455696;0;348;300;300;0;0;0;2;321;0;0;0;6
60465;20120102;4434;4;6;3349;ReprEvadiu;0;5;0;0;0;0;0.096745297;0.110182144;0.793072559;0;324;369;2656;0;4;0;11;848;0;0;0;49
60465;20120102;4434;22;14;16071;Sucesso;0;10;735;5;1392;0;0.031547508;0.318772945;0.649679547;0;507;5123;10441;0;21;0;50;3903;0;0;7;190
60465;20120102;4434;38;12;39892;Sucesso;4;48;5694;2;718;0;0.19136669;0.396871553;0.411761757;0;7634;15832;16426;0;14;0;68;13356;0;0;26;427
60465;20120102;4434;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4435;5;15;21679;Sucesso;4;42;101;0;1120;0.038470409;0.034411181;0.201715946;0.725402463;834;746;4373;15726;0;13;0;22;6195;0;0;6;205
60465;20120102;4435;26;16;37188;Sucesso;7;50;480;0;51;0.053216091;0.285737335;0.305528665;0.355517909;1979;10626;11362;13221;0;15;0;62;9520;0;0;11;338
60465;20120102;4435;15;13;10403;ReprEvadiu;1;14;306;0;76;0;0.204171873;0.252619437;0.54320869;0;2124;2628;5651;0;5;0;27;3472;0;0;3;107
60465;20120102;4434;1;3;6238;ReprEvadiu;0;1;0;0;7;0;0;0;1;0;0;0;6238;0;4;0;7;1899;0;0;2;50
60465;20120102;4434;4;5;6143;ReprEvadiu;0;2;0;0;0;0;0;0.497314016;0.502685984;0;0;3055;3088;0;5;0;18;3389;0;0;2;42
60465;20120102;4434;7;8;7921;ReprEvadiu;0;0;0;0;2511;0;0.06211337;0.082691579;0.855195051;0;492;655;6774;0;5;0;12;2446;0;0;2;49
60465;20120102;4434;7;12;15929;Sucesso;1;17;484;0;0;0.021030824;0.019712474;0.43857116;0.520685542;335;314;6986;8294;0;7;0;22;4943;0;0;5;119
60465;20120102;4434;7;3;8759;ReprEvadiu;1;3;0;2;120;0;0;0;1;0;0;0;8759;0;2;0;12;2207;0;0;3;53
60465;20120102;4434;7;10;11852;ReprEvadiu;0;3;530;0;978;0;0.050624367;0.162504219;0.786871414;0;600;1926;9326;0;4;0;17;3542;0;0;0;70
60465;20120102;4434;7;10;11852;ReprEvadiu;0;3;530;0;978;0;0.050624367;0.162504219;0.786871414;0;600;1926;9326;0;4;0;17;3542;0;0;0;70
60465;20120102;4434;12;9;9544;ReprEvadiu;2;25;1645;0;58;0;0.153394803;0.50492456;0.341680637;0;1464;4819;3261;0;7;0;38;2720;0;0;4;139
60465;20120102;4435;10;7;16050;ReprEvadiu;4;49;1276;0;0;0;0.338006231;0.417383178;0.244610592;0;5425;6699;3926;0;5;0;15;2456;0;0;6;194
60465;20120102;4435;4;4;19464;Sucesso;1;12;1271;19;5529;0;0;0.04392725;0.95607275;0;0;855;18609;0;4;0;32;5164;0;0;22;109
60465;20120102;4435;29;20;54101;Sucesso;5;49;2653;27;7479;0.008779875;0.230106652;0.307480453;0.45363302;475;12449;16635;24542;0;15;0;85;11497;0;0;34;503
60465;20120102;4435;7;2;5900;ReprEvadiu;1;2;0;0;9;0;0;0;1;0;0;0;5900;0;5;0;15;860;0;0;1;48
60465;20120102;4433;1;3;1570;ReprEvadiu;0;2;0;0;0;0;0;0.796178344;0.203821656;0;0;1250;320;0;3;0;16;440;0;0;2;36
60465;20120102;4433;0;3;2745;ReprEvadiu;1;7;0;0;0;0;0.577413479;0.422586521;0;0;1585;1160;0;0;4;0;9;460;0;0;1;51
60465;20120102;4433;3;8;6580;ReprEvadiu;0;2;0;5;1397;0;0;0.389817629;0.610182371;0;0;2565;4015;0;9;0;16;1486;0;0;13;44
60465;20120102;4433;0;3;1159;ReprEvadiu;0;2;0;0;323;0.064710958;0;0.641069888;0.294219154;75;0;743;341;0;0;0;7;121;0;0;0;17
60465;20120102;4434;2;7;3950;ReprEvadiu;0;0;0;0;0;0;0;0.910379747;0.089620253;0;0;3596;354;0;4;0;9;1581;0;0;2;23
60465;20120102;4434;6;10;6272;Sucesso;0;2;74;0;173;0.059789541;0.111128827;0.311702806;0.517378827;375;697;1955;3245;0;8;0;13;1466;0;0;2;64
60465;20120102;4434;12;11;22489;Sucesso;1;9;541;20;2983;0.031793321;0;0.241273511;0.726933167;715;0;5426;16348;0;5;0;39;8507;0;0;23;141
60465;20120102;4433;3;5;1614;ReprEvadiu;0;2;0;0;0;0;0.59913259;0.40086741;0;0;967;647;0;0;4;0;0;0;0;0;2;15
60465;20120102;4433;3;7;4464;Sucesso;0;7;0;0;308;0;0;0.253136201;0.746863799;0;0;1130;3334;0;7;0;18;1392;0;0;2;58
60465;20120102;4433;17;8;13730;ReprEvadiu;0;5;395;4;2194;0;0.08572469;0.40772032;0.506554989;0;1177;5598;6955;0;12;0;12;3507;0;0;6;75
60465;20120102;4433;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4433;23;7;27050;Sucesso;0;14;644;72;7584;0;0.145508318;0.134380776;0.720110906;0;3936;3635;19479;0;11;0;44;6654;0;0;74;176
60465;20120102;4433;11;11;13317;Sucesso;0;11;1393;12;2849;0.02455508;0.130134415;0.208380266;0.63693024;327;1733;2775;8482;0;13;0;22;2305;0;0;16;119
60465;20120102;4433;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4434;10;8;7498;Sucesso;2;11;804;0;0;0;0.188450253;0.512536676;0.29901307;0;1413;3843;2242;0;11;0;18;2396;0;0;6;73
60465;20120102;4434;11;12;12608;Sucesso;0;9;0;12;1506;0;0.234930203;0.302506345;0.462563452;0;2962;3814;5832;0;6;0;22;3053;0;0;14;105
60465;20120102;4434;69;12;31496;Sucesso;0;46;6498;0;2338;0;0.260636271;0.435325121;0.304038608;0;8209;13711;9576;0;26;0;91;4335;0;0;2;481
60465;20120102;4434;9;11;18982;ReprEvadiu;2;13;101;0;309;0.053577073;0.357338531;0.163417975;0.425666421;1017;6783;3102;8080;0;8;0;30;7769;0;0;4;114
60465;20120102;4434;20;6;12107;ReprEvadiu;2;18;416;10;1054;0;0.229701825;0.098290245;0.672007929;0;2781;1190;8136;0;7;0;32;4386;0;0;16;132
60465;20120102;4435;14;12;18403;ReprEvadiu;0;8;1848;0;0;0.017768842;0.183448351;0.508612726;0.290170081;327;3376;9360;5340;0;13;0;36;5638;0;0;0;120
60465;20120102;4435;2;7;8152;ReprEvadiu;1;13;378;0;619;0;0.038886163;0.442100098;0.519013739;0;317;3604;4231;0;14;0;17;1759;0;0;3;101
60465;20120102;4435;23;19;35169;Sucesso;5;38;733;34;8097;0;0.068554693;0.435866815;0.495578492;0;2411;15329;17429;0;14;0;23;3024;0;0;43;215
60465;20120102;4435;9;5;7921;ReprEvadiu;0;7;2731;0;0;0.053654842;0;0;0.946345158;425;0;0;7496;0;8;0;12;1371;0;0;2;62
60465;20120102;4433;22;12;31162;Sucesso;1;33;1360;0;433;0.475418779;0.106604197;0;0.417977023;14815;3322;0;13025;0;23;0;77;11741;0;0;4;277
60465;20120102;4434;5;5;4732;ReprEvadiu;0;1;32;8;496;0;0;0.126796281;0.873203719;0;0;600;4132;0;0;0;5;260;0;0;8;35
60465;20120102;4433;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120102;4433;3;4;11631;ReprEvadiu;1;6;0;0;0;0;0;0.191471069;0.808528931;0;0;2227;9404;0;4;0;18;5080;0;0;1;58
60465;20120102;4433;7;12;13088;ReprEvadiu;2;4;85;0;0;0.029492665;0.564333741;0.29530868;0.110864914;386;7386;3865;1451;0;19;0;25;3730;0;0;6;123
60465;20120102;4433;2;7;2737;ReprEvadiu;0;3;0;0;0;0;0.337595908;0.202411399;0.459992693;0;924;554;1259;0;2;0;4;518;0;0;0;23
60465;20120101;4114;0;2;2920;ReprEvadiu;2;6;0;0;160;0;0;0.239383562;0.760616438;0;0;699;2221;0;0;0;2;541;0;0;2;26
60465;20120101;4114;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60465;20120101;4114;4;4;4937;ReprEvadiu;1;5;0;0;0;0;0;0;1;0;0;0;4937;0;3;0;13;2034;0;0;3;47
60465;20120101;4114;7;7;10807;ReprEvadiu;1;23;208;9;969;0;0.176459702;0;0.823540298;0;1907;0;8900;0;4;0;33;4270;0;0;12;130
60465;20120101;4114;4;7;5964;ReprEvadiu;0;2;0;0;0;0;0.257712944;0.386150235;0.356136821;0;1537;2303;2124;0;2;0;18;2086;0;0;0;37
