CodigoPessoa;CodigoDisciplina;PeriodoLetivo;NumeroModulos;CodigoTurma;NumeroModulo;NumeroUltimoModulo;Login_Quantidade;Numero_Dias_Acessados_Modulo;Numero_Dias_Acessados_Modulo_Somado;Turno_TempoUsoTotal;Turno_TempoUsoTotal_Somado;QuantidadeMatriculasValidas;QuantidadeMatriculasAprovadas;MatriculasPercentualAproveitamento;StatusMatricula;Evadido;Forum_Quantidade_Post;Forum_Quantidade_Post_Somado;Forum_Quantidade_Visualizacoes;Forum_Quantidade_Visualizacoes_Somado;Forum_TempoUso_Somado;Chat_Quantidade_Mensagens;Chat_Quantidade_Mensagens_Somado;Chat_TempoUso;Chat_TempoUso_Somado;Turno_PercentualUsoMadrugada;Turno_PercentualUsoMadrugada_Somado;Turno_PercentualUsoManha;Turno_PercentualUsoManha_Somado;Turno_PercentualUsoTarde;Turno_PercentualUsoTarde_Somado;Turno_PercentualUsoNoite;Turno_PercentualUsoNoite_Somado;Turno_TempoUsoMadrugada;Turno_TempoUsoMadrugada_Somado;Turno_TempoUsoManha;Turno_TempoUsoManha_Somado;Turno_TempoUsoTarde;Turno_TempoUsoTarde_Somado;Turno_TempoUsoNoite;Turno_TempoUsoNoite_Somado;Assignment_Post_Quantidade;Assignment_Post_Quantidade_Somado;Assignment_View_Quantidade;Assignment_View_Quantidade_Somado;Assignment_View_TempoUso;Assignment_View_TempoUso_Somado;Resource_View_Quantidade;Resource_View_Quantidade_Somado;Resource_View_Tempo;Resource_View_Tempo_Somado;Questionario_Quantidade;Questionario_Quantidade_Somado;Questionario_TempoUso;Questionario_TempoUso_Somado;Log_Post_Quantidade;Log_Post_Quantidade_Somado;Log_View_Quantidade;Log_View_Quantidade_Somado;Disciplina_Reprovado
34942;60463;20120102;9;4604;3;9;0;0;4;0;1252;3;3;100;Desistente;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0.28115016;0;0.239616613;0;0;0;0.479233227;0;352;0;300;0;0;0;600;0;0;0;0;0;0;0;1;0;300;0;0;0;0;0;0;0;4;0
45880;60463;20120102;9;4604;3;0;0;0;0;0;0;2;2;100;Desistente;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21331;60463;20120102;9;4605;3;1;0;0;2;0;1040;11;3;27.27;Reprovado;ReprEvadiu;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1040;0;0;0;0;0;0;0;0;0;11;0;761;0;0;0;0;0;0;0;18;0
21367;60463;20120102;9;4605;3;9;7;2;5;1424;7234;10;10;100;Reprovado;ReprEvadiu;0;1;6;10;607;0;0;0;598;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1424;7234;0;0;3;5;0;0;5;8;191;1593;0;0;0;0;0;2;34;88;0
21393;60463;20120102;9;4605;3;10;34;7;18;8100;30157;6;1;16.67;Aprovado;Sucesso;0;3;2;38;321;0;23;0;3650;0.038148148;0.027058394;0.076049383;0.058527042;0.406790123;0.172364625;0.479012346;0.742049939;309;816;616;1765;3295;5198;3880;22378;0;0;5;12;0;0;2;16;358;3264;0;0;22;22;0;26;44;197;0
28126;60463;20120102;9;4605;3;12;2;1;3;534;1333;6;4;66.67;Reprovado;ReprEvadiu;0;0;0;2;0;0;0;0;0;0;0;0;0.309827457;0;0;1;0.690172543;0;0;0;413;0;0;534;920;0;0;1;1;0;0;2;3;375;675;0;0;0;0;0;0;5;13;0
28169;60463;20120102;9;4605;3;9;23;5;14;4950;19735;7;6;85.71;Aprovado;Sucesso;0;3;6;56;356;0;1;0;334;0;0;0;0.092221941;0.49030303;0.249961996;0.50969697;0.657816063;0;0;0;1820;2427;4933;2523;12982;0;0;5;16;0;0;8;25;1764;6567;0;0;0;0;2;8;42;202;0
28187;60463;20120102;9;4605;3;0;0;0;0;0;0;7;5;71.43;Reprovado;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31095;60463;20120102;9;4605;3;8;8;3;13;5251;16828;3;2;66.67;Reprovado;ReprEvadiu;0;1;1;19;1209;0;1;0;1206;0;0;0;0;0.437059608;0.235975755;0.562940392;0.764024245;0;0;0;0;2295;3971;2956;12857;0;0;4;8;0;0;6;18;1205;2933;0;0;0;0;0;2;21;119;0
31147;60463;20120102;9;4605;3;10;5;4;13;3375;24377;2;2;100;Aprovado;Sucesso;0;3;3;18;505;0;0;0;2326;0;0.178734053;0;0.109734586;0;0;1;0.711531362;0;4357;0;2675;0;0;3375;17345;0;0;1;9;0;0;14;43;1774;10021;0;0;0;0;0;3;27;135;0
31161;60463;20120102;9;4605;3;11;25;4;10;7003;28362;2;2;100;Aprovado;Sucesso;1;3;8;35;1692;0;7;41;938;0;0.048304069;0;0.025914957;0.088247894;0.087194133;0.911752106;0.838586842;0;1370;0;735;618;2473;6385;23784;0;0;5;22;0;0;9;43;2202;7578;0;0;0;0;1;10;64;261;0
31344;60463;20120102;9;4605;3;9;12;3;11;5013;17837;1;1;100;Aprovado;Sucesso;0;7;8;44;625;0;10;0;2561;0;0;0.339317774;0.393339687;0.122880511;0.100521388;0.537801716;0.506138925;0;0;1701;7016;616;1793;2696;9028;0;0;14;23;0;0;12;20;799;1375;0;0;0;0;2;19;76;263;0
31419;60463;20120102;9;4605;3;9;1;1;4;300;3018;1;0;0;Reprovado;ReprEvadiu;0;0;0;2;0;0;1;0;352;0;0;0;0;0;0.423127899;1;0.576872101;0;0;0;0;0;1277;300;1741;0;0;0;3;0;0;0;5;0;428;0;0;0;0;0;1;1;32;0
31459;60463;20120102;9;4605;3;3;7;3;8;2308;7325;3;3;100;Reprovado;ReprEvadiu;0;1;1;8;115;0;0;6;6;0;0;0.314124783;0.098976109;0.685875217;0.386075085;0;0.514948805;0;0;725;725;1583;2828;0;3772;0;0;2;4;0;0;7;19;526;1717;0;0;0;0;0;1;21;57;0
31473;60463;20120102;9;4605;3;10;11;6;11;3774;8954;3;3;100;Reprovado;ReprEvadiu;0;1;3;9;339;0;12;0;986;0;0;0.636459989;0.311034175;0.162692104;0.165624302;0.200847907;0.523341523;0;0;2402;2785;614;1483;758;4686;0;0;8;11;0;0;4;8;346;490;0;0;0;0;0;13;26;55;0
31640;60463;20120102;9;4605;3;11;3;3;8;1126;7836;4;4;100;Aprovado;Sucesso;0;1;0;7;0;0;0;0;386;0;0;0.337477798;0.106687085;0;0.215416029;0.662522202;0.677896886;0;0;380;836;0;1688;746;5312;0;0;4;12;0;0;1;9;300;1903;0;0;0;0;0;3;8;50;0
31850;60463;20120102;9;4605;3;11;3;2;3;1486;2375;3;0;0;Reprovado;ReprEvadiu;0;0;3;4;417;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1486;2375;0;0;5;5;0;0;3;5;487;1115;0;0;0;0;0;0;18;22;0
31964;60463;20120102;9;4605;3;9;2;1;2;600;1526;3;3;100;Reprovado;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;600;1526;0;0;0;0;0;0;0;3;0;362;0;0;0;0;0;0;2;8;0
32081;60463;20120102;9;4605;3;10;3;3;12;1040;8379;1;1;100;Reprovado;ReprEvadiu;0;1;2;26;358;0;0;0;0;0;0;0.685576923;0.290607471;0.314423077;0.709392529;0;0;0;0;713;2435;327;5944;0;0;0;0;6;21;0;0;3;17;604;1113;0;0;0;0;0;3;18;142;0
33035;60463;20120102;9;4605;3;10;15;6;19;5705;34021;0;0;0;Aprovado;Sucesso;1;7;15;76;1598;0;29;527;5517;0;0;0.179842244;0.110284824;0.119719544;0.237588548;0.700438212;0.652126628;0;0;1026;3752;683;8083;3996;22186;0;0;16;37;0;0;8;48;331;5491;0;0;125;125;3;39;74;404;0
33816;60463;20120102;9;4605;3;0;0;0;0;0;0;2;0;0;Reprovado;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30770;60463;20120102;9;4604;3;13;9;3;10;3361;15967;4;4;100;Aprovado;Sucesso;0;1;4;24;639;0;0;0;342;0;0;0.099970247;0.047535542;0.094317168;0.094256905;0.805712586;0.858207553;0;0;336;759;317;1505;2708;13703;0;0;4;15;0;0;8;25;1784;5608;0;0;18;18;2;3;27;161;0
30806;60463;20120102;9;4604;3;11;8;3;9;7253;20116;4;4;100;Aprovado;Sucesso;0;1;5;23;661;0;0;103;1842;0;0;0;0.038079141;0.472907762;0.200785444;0.527092238;0.761135415;0;0;0;766;3430;4039;3823;15311;0;0;9;12;0;0;16;31;3168;7044;0;0;1108;1108;2;4;58;230;0
30876;60463;20120102;9;4604;3;7;14;6;14;6478;14876;4;4;100;Desistente;ReprEvadiu;1;2;14;33;2533;0;0;0;733;0;0;0.070700834;0.030787846;0.686940414;0.559491799;0.242358753;0.409720355;0;0;458;458;4450;8323;1570;6095;0;0;6;14;0;0;5;18;1535;3058;0;0;0;0;1;2;63;156;0
31366;60463;20120102;9;4604;3;9;10;4;8;3967;9182;3;3;100;Aprovado;Sucesso;0;1;1;6;304;0;0;0;601;0;0;0;0;0.075623897;0.313874973;0.924376103;0.686125027;0;0;0;0;300;2882;3667;6300;0;0;3;7;0;0;3;9;699;1759;0;0;334;334;5;6;21;51;0
31425;60463;20120102;9;4604;3;9;10;4;10;4234;15861;2;2;100;Aprovado;Sucesso;0;1;2;13;72;0;9;6;2343;0;0;0.232640529;0.115566484;0.153282948;0.162915327;0.614076523;0.721518189;0;0;985;1833;649;2584;2600;11444;0;0;7;11;0;0;9;19;1763;3774;0;0;300;300;2;12;32;87;0
31475;60463;20120102;9;4604;3;12;10;4;15;3319;20263;3;3;100;Aprovado;Sucesso;0;2;1;14;300;0;0;0;38;0;0;0.27689063;0.441148892;0.237119614;0.40571485;0.485989756;0.153136258;0;0;919;8939;787;8221;1613;3103;0;0;1;12;0;0;1;5;300;463;0;0;300;300;0;2;14;174;0
31481;60463;20120102;9;4604;3;11;9;6;13;3225;21138;3;3;100;Aprovado;Sucesso;0;2;0;19;0;0;16;422;2132;0;0;0.195658915;0.073516889;0;0.167518214;0.804341085;0.758964897;0;0;631;1554;0;3541;2594;16043;0;0;7;11;0;0;2;22;316;5639;0;0;0;0;0;18;22;133;0
31754;60463;20120102;9;4604;3;0;0;0;0;0;0;3;0;0;Desistente;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31769;60463;20120102;9;4604;3;10;6;4;15;3756;27245;4;4;100;Aprovado;Sucesso;0;3;6;57;772;0;8;887;2580;0;0;0;0.05769866;0.124334398;0.166048816;0.875665602;0.776252523;0;0;0;1572;467;4524;3289;21149;0;0;4;36;0;0;8;40;1357;7805;0;0;153;153;0;11;52;363;0
31854;60463;20120102;9;4604;3;2;0;0;4;0;2330;4;2;50;Desistente;ReprEvadiu;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2330;0;0;0;1;0;0;0;2;0;300;0;0;0;0;0;0;0;15;0
32921;60463;20120102;9;4604;3;0;0;0;0;0;0;4;0;0;Desistente;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32932;60463;20120102;9;4604;3;8;3;2;5;1028;4224;3;2;66.67;Desistente;ReprEvadiu;0;0;0;0;0;0;7;317;2132;0;0;0;0;0.622568093;0.235085227;0.377431907;0.764914773;0;0;0;0;640;993;388;3231;0;0;0;2;0;0;2;2;320;320;0;0;0;0;0;7;8;23;0
32936;60463;20120102;9;4604;3;0;0;0;0;0;0;3;0;0;Desistente;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33260;60463;20120102;9;4604;3;9;6;3;12;2814;14419;4;4;100;Aprovado;Sucesso;1;2;2;12;146;0;0;0;47;0;0.024412234;0.599502488;0.153824814;0.213219616;0.275539219;0.187277896;0.546223733;0;352;1687;2218;600;3973;527;7876;0;0;0;15;0;0;14;36;1700;4510;0;0;0;0;1;6;25;106;0
488;60463;20120102;9;4605;3;3;2;1;2;407;772;2;2;100;Reprovado;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;1;0.527202073;0;0;0;0.472797927;0;0;407;407;0;0;0;365;0;0;2;2;0;0;4;4;110;110;0;0;0;0;0;0;9;12;0
3371;60463;20120102;9;4605;3;11;7;3;4;2346;2776;12;7;58.33;Reprovado;ReprEvadiu;0;0;0;1;0;0;0;0;0;0;0;0.236999147;0.35518732;0.138959932;0.117435159;0.624040921;0.527377522;0;0;556;986;326;326;1464;1464;0;0;9;11;0;0;7;7;1129;1129;0;0;0;0;0;0;25;30;0
4887;60463;20120102;9;4605;3;9;2;2;7;639;6425;6;6;100;Aprovado;Sucesso;0;1;0;7;0;0;0;0;17;0;0;0;0;1;0.90381323;0;0.09618677;0;0;0;0;639;5807;0;618;0;0;1;7;0;0;0;2;0;314;0;0;300;300;0;5;4;39;0
19683;60463;20120102;9;4605;3;7;15;6;13;3079;8062;2;2;100;Reprovado;ReprEvadiu;0;1;0;4;0;0;0;0;458;0.318934719;0.121806003;0;0.0839742;0.105878532;0.137682957;0.575186749;0.656536839;982;982;0;677;326;1110;1771;5293;0;0;4;9;0;0;0;1;0;556;0;0;0;0;0;1;24;56;0
19904;60463;20120102;9;4605;3;9;7;3;6;4588;10309;3;3;100;Reprovado;ReprEvadiu;0;3;3;9;83;0;0;0;23;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4588;10309;0;0;10;10;0;0;11;20;2951;4080;0;0;24;24;2;6;37;77;0
22034;60463;20120102;9;4605;3;9;4;2;9;1437;10921;14;13;92.86;Aprovado;Sucesso;0;2;0;16;0;0;16;0;1313;0;0;0.208768267;0.099166743;0;0.144492263;0.791231733;0.756340994;0;0;300;1083;0;1578;1137;8260;0;0;4;20;0;0;2;8;55;1535;0;0;0;0;0;22;10;75;0
22075;60463;20120102;9;4605;3;2;0;0;3;0;8065;8;0;0;Reprovado;ReprEvadiu;0;1;0;6;0;0;0;0;48;0;0;0;0;0;0.537011779;0;0.462988221;0;0;0;0;0;4331;0;3734;0;0;0;0;0;0;0;5;0;1515;0;0;0;0;0;1;0;41;0
22256;60463;20120102;9;4605;3;10;0;0;2;0;4507;13;10;76.92;Reprovado;ReprEvadiu;0;0;0;3;0;0;18;0;3109;0;0;0;0;0;0.122254271;0;0.877745729;0;0;0;0;0;551;0;3956;0;0;0;0;0;0;0;2;0;600;0;0;0;0;0;18;0;18;0
28212;60463;20120102;9;4605;3;9;4;2;7;1053;7891;6;5;83.33;Reprovado;ReprEvadiu;0;1;1;15;495;0;0;0;52;0.517568851;0.745786339;0;0;0.365622032;0.179825117;0.116809117;0.074388544;545;5885;0;0;385;1419;123;587;0;0;2;11;0;0;5;29;419;1504;0;0;0;0;0;1;14;101;0
28454;60463;20120102;9;4605;3;11;6;5;19;2948;23306;7;6;85.71;Aprovado;Sucesso;0;2;0;30;0;0;0;0;0;0;0.013430018;0;0.05260448;0.31275441;0.192396808;0.68724559;0.741568695;0;313;0;1226;922;4484;2026;17283;0;0;2;25;0;0;6;26;1698;6305;0;0;0;0;0;9;14;157;0
29300;60463;20120102;9;4605;3;6;0;0;1;0;1026;7;4;57.14;Reprovado;ReprEvadiu;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1026;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
29378;60463;20120102;9;4605;3;0;0;0;0;0;0;7;0;0;Reprovado;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28022;60463;20120102;9;4605;3;10;8;4;10;4543;10165;8;5;62.5;Reprovado;ReprEvadiu;0;1;5;12;1102;0;1;83;133;0.427690953;0.224397442;0.082984812;0.129758977;0;0.065223807;0.489324235;0.580619774;1943;2281;377;1319;0;663;2223;5902;0;0;10;10;0;0;11;16;1343;2262;0;0;0;0;0;2;46;74;0
28039;60463;20120102;9;4605;3;6;0;0;3;0;3399;5;3;60;Reprovado;ReprEvadiu;0;0;0;4;0;0;0;0;8;0;0;0;0;0;0.457193292;0;0.542806708;0;0;0;0;0;1554;0;1845;0;0;0;1;0;0;0;9;0;1052;0;0;0;0;0;0;0;31;0
32725;60463;20120102;9;4605;3;10;12;5;12;4023;17404;1;1;100;Reprovado;ReprEvadiu;1;2;5;20;240;0;0;0;14;0;0;0.344767586;0.130372328;0.089734029;0.36554815;0.565498384;0.504079522;0;0;1387;2269;361;6362;2275;8773;0;0;3;15;0;0;7;31;1458;6182;0;0;0;0;1;2;38;154;0
29626;60463;20120102;9;4605;3;9;2;1;3;882;3080;7;7;100;Aprovado;Sucesso;0;1;1;3;300;0;0;202;235;0;0.097402597;0;0;0;0;1;0.902597403;0;300;0;0;0;0;882;2780;0;0;2;2;0;0;1;2;40;340;0;0;0;0;0;1;11;22;0
30743;60463;20120102;9;4605;3;9;5;2;6;1831;14230;2;2;100;Aprovado;Sucesso;0;3;0;15;0;0;9;300;3763;0;0;0;0;0;0.038439916;1;0.961560084;0;0;0;0;0;547;1831;13683;0;0;3;4;0;0;3;15;531;2053;0;0;0;0;0;12;13;113;0
30763;60463;20120102;9;4605;3;9;6;3;9;2688;11058;3;3;100;Aprovado;Sucesso;0;2;1;13;65;0;0;0;1077;0;0.055344547;0;0.050370772;0.332217262;0.080756014;0.667782738;0.813528667;0;612;0;557;893;893;1795;8996;0;0;8;19;0;0;2;14;421;1729;0;0;0;0;2;6;20;109;0
31179;60463;20120102;9;4605;3;9;8;3;14;4103;14648;4;4;100;Aprovado;Sucesso;0;1;2;20;401;0;0;0;696;0;0;0;0.056253413;0;0.150669033;1;0.793077553;0;0;0;824;0;2207;4103;11617;0;0;5;13;0;0;3;20;1255;3400;0;0;0;0;0;1;20;113;0
31187;60463;20120102;9;4605;3;10;5;1;3;718;9183;3;3;100;Aprovado;Sucesso;0;3;2;8;74;0;1;0;885;0;0;0;0;1;0.501796798;0;0.498203202;0;0;0;0;718;4608;0;4575;0;0;2;2;0;0;2;3;344;644;0;0;0;0;0;4;12;43;0
31221;60463;20120102;9;4605;3;9;12;5;11;6129;20362;3;3;100;Aprovado;Sucesso;0;1;6;19;1692;0;31;0;4119;0;0;0.709087943;0.26824477;0.107847936;0.218789903;0.183064121;0.512965328;0;0;4346;5462;661;4455;1122;10445;0;0;2;11;0;0;7;21;2079;4798;0;0;0;0;0;32;46;139;0
31233;60463;20120102;9;4605;3;11;1;1;2;367;694;3;3;100;Aprovado;Sucesso;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.528818444;0;0.471181556;0;0;0;0;367;367;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0
31479;60463;20120102;9;4605;3;9;1;1;3;420;1112;3;3;100;Reprovado;ReprEvadiu;0;0;0;1;0;0;0;0;27;0;0;0;0;0;0;1;1;0;0;0;0;0;0;420;1112;0;0;1;2;0;0;3;3;99;99;0;0;0;0;0;0;5;10;0
31491;60463;20120102;9;4605;3;0;0;0;0;0;0;4;0;0;Reprovado;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31499;60463;20120102;9;4605;3;12;10;5;16;3510;23616;3;3;100;Reprovado;ReprEvadiu;0;1;7;22;732;0;2;80;2188;0;0.039888211;0;0.206597222;0.236752137;0.139185298;0.763247863;0.614329268;0;942;0;4879;831;3287;2679;14508;0;0;5;16;0;0;6;32;1010;8563;0;0;0;0;0;3;38;156;0
31513;60463;20120102;9;4605;3;11;9;3;10;3417;10604;4;4;100;Aprovado;Sucesso;3;5;8;24;1682;0;0;0;372;0.458589406;0.303658997;0;0;0;0;0.541410594;0.696341003;1567;3220;0;0;0;0;1850;7384;0;0;5;16;0;0;0;20;0;2111;0;0;0;0;3;8;35;117;0
